시설번호,시설유형코드,시군구명,시군구코드,소재지지번주소,위도,경도,안전센터명,보호틀유무,사용가능여부,설치연도,배관깊이,출수압력,배관지름,관할기관명,데이터기준일자
묵호023,1,동해시,42100,강원도 동해시 묵호진동 2-280,37.5524695,129.1187527,묵호안전센터,Y,Y,2001,0.3,4.5,75,동해소방서,2021-11-19
묵호024,1,동해시,42100,강원도 동해시 묵호진동 2-315,37.5538245,129.1183881,묵호안전센터,Y,Y,2001,0.3,3,75,동해소방서,2021-11-19
묵호025,1,동해시,42100,강원도 동해시 발한동 248-10,37.5492864,129.1075354,묵호안전센터,Y,Y,1997,0.4,6.5,75,동해소방서,2021-11-19
묵호026,1,동해시,42100,강원도 동해시 망상동 393-77,37.5934335,129.0894355,묵호안전센터,N,Y,2003,0.3,4.5,75,동해소방서,2021-11-19
묵호027,1,동해시,42100,강원도 동해시 묵호진동 95-19,37.55119616,129.111344,묵호안전센터,Y,Y,1997,0.5,4.5,75,동해소방서,2021-11-19
묵호028,1,동해시,42100,강원도 동해시 발한동 253,37.5502209,129.1055931,묵호안전센터,N,Y,1998,0.4,4.5,75,동해소방서,2021-11-19
묵호029,1,동해시,42100,강원도 동해시 묵호진동 90-33,37.55520328,129.1116508,묵호안전센터,N,Y,1998,0.3,3,75,동해소방서,2021-11-19
묵호030,1,동해시,42100,강원도 동해시 묵호진동 85-207,37.5587127,129.1102555,묵호안전센터,N,Y,1998,0.5,4.2,75,동해소방서,2021-11-19
묵호031,1,동해시,42100,강원도 동해시 묵호진동 3-74,37.556706,129.1138135,묵호안전센터,Y,Y,1998,0.5,4.2,75,동해소방서,2021-11-19
묵호032,1,동해시,42100,강원도 동해시 묵호진동 1-43,37.55891785,129.1137513,묵호안전센터,N,Y,1998,0.5,4.2,75,동해소방서,2021-11-19
묵호033,1,동해시,42100,강원도 동해시 묵호진동 2-426,37.55764049,129.1163941,묵호안전센터,N,Y,1998,0.7,4,75,동해소방서,2021-11-19
묵호034,1,동해시,42100,강원도 동해시 망상동 396-18,37.59295325,129.0866822,묵호안전센터,Y,Y,1998,0.3,8,75,동해소방서,2021-11-19
묵호035,1,동해시,42100,강원도 동해시 어달동 195-5,37.56079177,129.1198734,묵호안전센터,Y,Y,1998,1,4,75,동해소방서,2021-11-19
묵호036,1,동해시,42100,강원도 동해시 어달동 41-9,37.5641619,129.1190633,묵호안전센터,N,Y,1998,0.5,7,75,동해소방서,2021-11-19
묵호037,1,동해시,42100,강원도 동해시 어달동 188-7,37.5666206,129.119203,묵호안전센터,N,Y,1998,0.5,7,75,동해소방서,2021-11-19
묵호038,1,동해시,42100,강원도 동해시 어달동 184-9,37.5681494,129.1175835,묵호안전센터,N,Y,1998,0.3,7,75,동해소방서,2021-11-19
묵호039,1,동해시,42100,강원도 동해시 대진동 43,37.58041284,129.1123262,묵호안전센터,N,Y,1998,1.6,5,75,동해소방서,2021-11-19
묵호040,1,동해시,42100,강원도 동해시 발한동 354-25,37.55776289,129.1039947,묵호안전센터,N,Y,2000,0.3,3.5,75,동해소방서,2021-11-19
묵호041,1,동해시,42100,강원도 동해시 발한동 235-1,37.5478701,129.1067562,묵호안전센터,N,Y,2000,0.3,3.5,75,동해소방서,2021-11-19
묵호042,1,동해시,42100,강원도 동해시 묵호진동 2-497,37.5572498,129.1209699,묵호안전센터,Y,Y,2000,0.3,3.5,75,동해소방서,2021-11-19
묵호043,1,동해시,42100,강원도 동해시 망상동 353-1,37.59086742,129.0902466,묵호안전센터,Y,Y,2000,0.3,7,75,동해소방서,2021-11-19
묵호044,1,동해시,42100,강원도 동해시 발한동 13-57,37.5505244,129.1081196,묵호안전센터,N,Y,2001,0.3,6,75,동해소방서,2021-11-19
묵호045,1,동해시,42100,강원도 동해시 발한동 327-1,37.55206799,129.1068178,묵호안전센터,Y,Y,2002,0.3,4.5,75,동해소방서,2021-11-19
묵호046,1,동해시,42100,강원도 동해시 대진동 47-1,37.5801573,129.1121589,묵호안전센터,N,Y,2002,0.3,5.3,75,동해소방서,2021-11-19
묵호050,1,동해시,42100,강원도 동해시 망상동 393-39,37.60042206,129.0784582,묵호안전센터,Y,Y,2002,0.5,4,75,동해소방서,2021-11-19
묵호051,1,동해시,42100,강원도 동해시 망상동 393-39,37.60042206,129.0784582,묵호안전센터,N,Y,2002,1,7,75,동해소방서,2021-11-19
묵호052,1,동해시,42100,강원도 동해시 망상동 393-39,37.60042206,129.0784582,묵호안전센터,Y,Y,2014,0.3,4,75,동해소방서,2021-11-19
묵호053,1,동해시,42100,강원도 동해시 발한동 715-11,37.55250585,129.1054312,묵호안전센터,Y,Y,2014,0.6,6.5,75,동해소방서,2021-11-19
묵호054,1,동해시,42100,강원도 동해시 발한동 14-1,37.55022689,129.1091784,묵호안전센터,Y,Y,2004,1,5,75,동해소방서,2021-11-19
묵호055,1,동해시,42100,강원도 동해시 망상동 산 24,37.596417,129.0746467,묵호안전센터,N,Y,2004,1.2,6,75,동해소방서,2021-11-19
묵호056,1,동해시,42100,강원도 동해시 망상동 42-3,37.58380391,129.1007834,묵호안전센터,N,Y,1996,0.3,6.5,75,동해소방서,2021-11-19
묵호057,1,동해시,42100,강원도 동해시 발한동 261-38,37.54931036,129.1045247,묵호안전센터,Y,Y,1996,0.5,7,75,동해소방서,2021-11-19
묵호058,1,동해시,42100,강원도 동해시 발한동 568-16,37.544486,129.1015347,묵호안전센터,N,Y,1996,0.5,4,75,동해소방서,2021-11-19
묵호059,1,동해시,42100,강원도 동해시 발한동 240-101,37.5477781,129.1040728,묵호안전센터,Y,Y,1997,0.6,5,75,동해소방서,2021-11-19
묵호060,1,동해시,42100,강원도 동해시 발한동 584-2,37.5428638,129.1004763,묵호안전센터,Y,Y,1997,0.5,5,75,동해소방서,2021-11-19
묵호061,1,동해시,42100,강원도 동해시 발한동 80-186,37.54291663,129.1123291,묵호안전센터,Y,Y,1998,0.5,6.5,75,동해소방서,2021-11-19
묵호062,1,동해시,42100,강원도 동해시 발한동 77-3,37.5432596,129.1084014,묵호안전센터,N,Y,1998,0.3,4.1,75,동해소방서,2021-11-19
묵호063,1,동해시,42100,강원도 동해시 발한동 193-1,37.54483277,129.1065748,묵호안전센터,Y,Y,1998,0.6,4.5,75,동해소방서,2021-11-19
묵호064,1,동해시,42100,강원도 동해시 발한동 156-24,37.54299724,129.1070691,묵호안전센터,N,Y,1998,0.4,5.5,75,동해소방서,2021-11-19
묵호065,1,동해시,42100,강원도 동해시 발한동 105-118,37.5427422,129.1058915,묵호안전센터,N,Y,1997,0.7,4,75,동해소방서,2021-11-19
묵호066,1,동해시,42100,강원도 동해시 발한동 118-5,37.5424193,129.1028622,묵호안전센터,N,Y,1997,0.6,4.5,75,동해소방서,2021-11-19
묵호067,1,동해시,42100,강원도 동해시 발한동 138-8,37.54348899,129.1034446,묵호안전센터,N,Y,1997,0.7,4,75,동해소방서,2021-11-19
묵호068,1,동해시,42100,강원도 동해시 발한동 218-5,37.54579334,129.1049004,묵호안전센터,N,Y,1997,0.4,4,75,동해소방서,2021-11-19
묵호069,1,동해시,42100,강원도 동해시 발한동 209-2,37.5466243,129.1070094,묵호안전센터,N,Y,1997,0.8,5.5,75,동해소방서,2021-11-19
묵호070,1,동해시,42100,강원도 동해시 발한동 80-38,37.54278612,129.1096352,묵호안전센터,N,Y,1997,0.5,4.5,75,동해소방서,2021-11-19
묵호071,1,동해시,42100,강원도 동해시 발한동 509,37.54549743,129.1022103,묵호안전센터,Y,Y,1997,1.7,4,75,동해소방서,2021-11-19
묵호072,1,동해시,42100,강원도 동해시 발한동 510-5,37.5449993,129.1015649,묵호안전센터,N,Y,2000,0.7,4.8,75,동해소방서,2021-11-19
묵호073,1,동해시,42100,강원도 동해시 발한동 569-6,37.54435794,129.1022671,묵호안전센터,Y,Y,2000,0.5,4.9,75,동해소방서,2021-11-19
묵호074,1,동해시,42100,강원도 동해시 발한동 594-3,37.541452,129.1021669,묵호안전센터,N,Y,2000,0.5,5,75,동해소방서,2021-11-19
묵호075,1,동해시,42100,강원도 동해시 발한동 597-26,37.5408729,129.1014819,묵호안전센터,N,Y,2000,0.5,4.5,75,동해소방서,2021-11-19
묵호076,1,동해시,42100,강원도 동해시 발한동 230-12,37.5462868,129.1036284,묵호안전센터,N,Y,2000,0.5,5,75,동해소방서,2021-11-19
묵호077,1,동해시,42100,강원도 동해시 발한동 702-19,37.54675262,129.1024808,묵호안전센터,N,Y,2000,0.5,5,75,동해소방서,2021-11-19
묵호078,1,동해시,42100,강원도 동해시 발한동 112-1,37.5423712,129.1041515,묵호안전센터,N,Y,2005,0.5,6,75,동해소방서,2021-11-19
묵호079,1,동해시,42100,강원도 동해시 발한동 526-3,37.5451551,129.0974142,묵호안전센터,Y,Y,2005,0.4,5,75,동해소방서,2021-11-19
묵호080,1,동해시,42100,강원도 동해시 발한동 301-6,37.55106145,129.1075856,묵호안전센터,Y,Y,2006,0.5,3.6,75,동해소방서,2021-11-19
묵호081,1,동해시,42100,강원도 동해시 발한동309-9,37.55117927,129.1069305,묵호안전센터,N,Y,2006,0.4,4,75,동해소방서,2021-11-19
묵호082,1,동해시,42100,강원도 동해시 발한동 486-28,37.5511612,129.1016895,묵호안전센터,Y,Y,2007,0.5,4.5,75,동해소방서,2021-11-19
묵호083,1,동해시,42100,강원도 동해시 묵호진동 87,37.5538702,129.1135449,묵호안전센터,Y,Y,2007,0.6,5,75,동해소방서,2021-11-19
묵호084,1,동해시,42100,강원도 동해시 발한동 64-21,37.5432826,129.1097663,묵호안전센터,Y,Y,2007,110,5,75,동해소방서,2021-11-19
묵호085,1,동해시,42100,강원도 동해시 발한동 219-5,37.54630964,129.1059797,묵호안전센터,N,Y,2007,0.3,6,75,동해소방서,2021-11-19
묵호086,1,동해시,42100,강원도 동해시 발한동 601-3,37.5414502,129.0976128,묵호안전센터,N,Y,2008,100,6,75,동해소방서,2021-11-19
묵호087,1,동해시,42100,강원도 동해시 발한동 167-4,37.5442816,129.1069543,묵호안전센터,N,Y,2008,100,5,75,동해소방서,2021-11-19
묵호088,1,동해시,42100,강원도 동해시 발한동 123-2,37.5426049,129.1032497,묵호안전센터,N,Y,2008,1.2,5,75,동해소방서,2021-11-19
묵호089,1,동해시,42100,강원도 동해시 발한동 16-48,37.54991175,129.1086836,묵호안전센터,Y,Y,2008,0.6,6.5,75,동해소방서,2021-11-19
묵호090,1,동해시,42100,강원도 동해시 발한동 16-34,37.55011162,129.1085659,묵호안전센터,Y,Y,2008,0.5,6.5,75,동해소방서,2021-11-19
묵호091,1,동해시,42100,강원도 동해시 발한동 80-60,37.5429903,129.110192,묵호안전센터,Y,Y,2008,1,6,75,동해소방서,2021-11-19
묵호092,1,동해시,42100,강원도 동해시 망상동 418-1,37.59704236,129.0788921,묵호안전센터,N,Y,2008,0.5,6,75,동해소방서,2021-11-19
묵호093,1,동해시,42100,강원도 동해시 망상동 357,37.59031823,129.0895213,묵호안전센터,Y,Y,2008,0.5,5,75,동해소방서,2021-11-19
묵호094,1,동해시,42100,강원도 동해시 어달동 125-2,37.5667421,129.1168154,묵호안전센터,N,Y,2008,0.6,4,75,동해소방서,2021-11-19
묵호095,1,동해시,42100,강원도 동해시 발한동 261-170,37.5497599,129.1031628,묵호안전센터,Y,Y,2008,0.5,4.5,75,동해소방서,2021-11-19
묵호096,1,동해시,42100,강원도 동해시 발한동 15-15,37.5499643,129.1092316,묵호안전센터,Y,Y,2008,0.6,5,75,동해소방서,2021-11-19
묵호097,1,동해시,42100,강원도 동해시 발한동 279-18,37.55101258,129.1039957,묵호안전센터,Y,Y,2008,0.5,4.5,75,동해소방서,2021-11-19
묵호098,1,동해시,42100,강원도 동해시 묵호진동 1-118,37.55879346,129.114988,묵호안전센터,Y,Y,2008,0.3,3,75,동해소방서,2021-11-19
묵호099,1,동해시,42100,강원도 동해시 묵호진동 1-83,37.55886212,129.1152227,묵호안전센터,Y,Y,2008,0.4,3,75,동해소방서,2021-11-19
묵호100,1,동해시,42100,강원도 동해시 묵호진동 126-1,37.55870033,129.1185966,묵호안전센터,Y,Y,2010,0.5,5,75,동해소방서,2021-11-19
묵호101,1,동해시,42100,강원도 동해시 묵호진동 119-9,37.558031,129.1174916,묵호안전센터,N,Y,2010,0.3,5,75,동해소방서,2021-11-19
묵호102,1,동해시,42100,강원도 동해시 묵호진동 2-426,37.55764049,129.1163941,묵호안전센터,N,Y,2012,0.5,4,75,동해소방서,2021-11-19
묵호103,1,동해시,42100,강원도 동해시 망상동 243,37.58810571,129.0882735,묵호안전센터,N,Y,2013,0.5,7,75,동해소방서,2021-11-19
묵호104,1,동해시,42100,강원도 동해시 망상동 411-2,37.5947036,129.0816322,묵호안전센터,N,Y,2013,0.4,7,75,동해소방서,2021-11-19
묵호105,1,동해시,42100,강원도 동해시 묵호진동 85-277,37.55720282,129.1103459,묵호안전센터,N,Y,2013,0.4,3,75,동해소방서,2021-11-19
묵호106,1,동해시,42100,강원도 동해시 발한동 354-76,37.5568607,129.1050217,묵호안전센터,Y,Y,2016,0.4,4,75,동해소방서,2021-11-19
묵호107,1,동해시,42100,강원도 동해시 발한동 345-44,37.55579372,129.1050688,묵호안전센터,N,Y,2016,0.3,4,75,동해소방서,2021-11-19
묵호108,1,동해시,42100,강원도 동해시 발한동 1-5,37.55188244,129.1106327,묵호안전센터,N,Y,2016,0.2,6,75,동해소방서,2021-11-19
묵호109,1,동해시,42100,강원도 동해시 초구동 110,37.5765383,129.087711,묵호안전센터,N,Y,2016,0.5,7,75,동해소방서,2021-11-19
묵호110,1,동해시,42100,강원도 동해시 초구동 282-1,37.57485821,129.0821477,묵호안전센터,N,Y,2017,0.2,7,75,동해소방서,2021-11-19
묵호111,1,동해시,42100,강원도 동해시 만우동 90-1,37.5713864,129.0750527,묵호안전센터,Y,Y,2018,0.3,5.5,75,동해소방서,2021-11-19
묵호112,1,동해시,42100,강원도 동해시 만우동 58-9,37.56309828,129.0754577,묵호안전센터,Y,Y,2018,0.5,6.5,75,동해소방서,2021-11-19
묵호113,1,동해시,42100,강원도 동해시 묵호진동 15-5,37.5526629,129.1154509,묵호안전센터,N,Y,2018,0.5,6,75,동해소방서,2021-11-19
묵호114,1,동해시,42100,강원도 동해시 묵호진동 85-150,37.5598009,129.1094772,묵호안전센터,N,Y,2018,0.4,4,75,동해소방서,2021-11-19
묵호115,1,동해시,42100,강원도 동해시 심곡동 50,37.58391269,129.0890153,묵호안전센터,Y,Y,2018,0.5,4,75,동해소방서,2021-11-19
묵호116,1,동해시,42100,강원도 동해시 심곡동 243,37.57600171,129.0812098,묵호안전센터,N,Y,2016,0.5,5.5,75,동해소방서,2021-11-19
묵호117,1,동해시,42100,강원도 동해시 심곡동 303-1,37.57932506,129.085074,묵호안전센터,N,Y,2016,0.5,7,75,동해소방서,2021-11-19
묵호118,1,동해시,42100,강원도 동해시 심곡동 335-6,37.5855223,129.079672,묵호안전센터,Y,Y,2016,0.5,3.5,75,동해소방서,2021-11-19
묵호119,1,동해시,42100,강원도 동해시 만우동 222-6,37.55840021,129.0722119,묵호안전센터,Y,Y,2017,0.5,5,75,동해소방서,2021-11-19
묵호120,1,동해시,42100,강원도 동해시 괴란동 23-1,37.5707971,129.0699804,묵호안전센터,Y,Y,2017,0.5,5.5,50,동해소방서,2021-11-19
묵호121,1,동해시,42100,강원도 동해시 괴란동 197,37.5714161,129.0634086,묵호안전센터,N,Y,2019,0.5,6,50,동해소방서,2021-11-19
묵호122,1,동해시,42100,강원도 동해시 괴란동 160-1,37.57199531,129.0611196,묵호안전센터,Y,Y,2019,0.6,5.5,50,동해소방서,2021-11-19
묵호123,1,동해시,42100,강원도 동해시 괴란동 238,37.5754917,129.0650741,묵호안전센터,Y,Y,2020,0.5,5.5,50,동해소방서,2021-11-19
묵호124,1,동해시,42100,강원도 동해시 망상동 283-7,37.5873611,129.0836755,묵호안전센터,N,Y,2010,0.5,6,75,동해소방서,2021-11-19
묵호125,1,동해시,42100,강원도 동해시 심곡동 409-1,37.5825214,129.0739053,묵호안전센터,Y,Y,2015,0.5,5.5,75,동해소방서,2021-11-19
묵호126,1,동해시,42100,강원도 동해시 발한동 356-1,37.55740516,129.1028391,묵호안전센터,N,Y,2011,0.5,4,75,동해소방서,2021-11-19
묵호127,1,동해시,42100,강원도 동해시 발한동 487-146,37.55013532,129.1001608,묵호안전센터,N,Y,2004,0.5,4.2,75,동해소방서,2021-11-19
묵호128,1,동해시,42100,강원도 동해시 만우동 30,37.56091514,129.0761562,묵호안전센터,Y,Y,2021,0.5,4,50,동해소방서,2021-11-19
묵호129,1,동해시,42100,강원도 동해시 발한동 487-148,37.5500081,129.1006993,묵호안전센터,Y,Y,2021,0.5,4,75,동해소방서,2021-11-19
묵호130,1,동해시,42100,강원도 동해시 발한동 487-149,37.5497498,129.1003786,묵호안전센터,Y,Y,2021,0.5,5,75,동해소방서,2021-11-19
묵호131,1,동해시,42100,강원도 동해시 발한동 487-150,37.5497846,129.100515,묵호안전센터,Y,Y,2021,0.5,5,75,동해소방서,2021-11-19
묵호132,1,동해시,42100,강원도 동해시 망상동 409-14,37.59573309,129.0786993,묵호안전센터,Y,Y,2021,0.5,5,75,동해소방서,2021-11-19
묵호133,1,동해시,42100,강원도 동해시 만우동 56-1,37.56694795,129.074412,묵호안전센터,Y,Y,2021,0.5,5,75,동해소방서,2021-11-19
묵호134,1,동해시,42100,강원도 동해시 발한동 460,37.5553387,129.099148,묵호안전센터,Y,Y,2021,0.5,5,75,동해소방서,2021-11-19
묵호135,1,동해시,42100,강원도 동해시 초구동 119-3,37.5751496,129.0857003,묵호안전센터,Y,Y,2021,0.5,5,75,동해소방서,2021-11-19
묵호136,1,동해시,42100,강원도 동해시 만우동 137-1,37.56150815,129.0742127,묵호안전센터,Y,Y,2021,0.5,5,75,동해소방서,2021-11-19
묵호137,1,동해시,42100,강원도 동해시 발한동 480-2,37.55281035,129.1005921,묵호안전센터,Y,Y,2021,0.5,5,75,동해소방서,2021-11-19
묵호138,1,동해시,42100,강원도 동해시 괴란동 249-1,37.57687111,129.0633963,묵호안전센터,Y,Y,2021,0.5,5,75,동해소방서,2021-11-19
묵호139,1,동해시,42100,강원도 동해시 만우동 281,37.5590151,129.0757095,묵호안전센터,Y,Y,2021,0.5,5,75,동해소방서,2021-11-19
묵호140,1,동해시,42100,강원도 동해시 대진동 138-1,37.57719173,129.1133772,묵호안전센터,Y,Y,2021,0.5,5,75,동해소방서,2021-11-19
묵호141,1,동해시,42100,강원도 동해시 초구동 316,37.57070905,129.0765295,묵호안전센터,Y,Y,2021,0.5,5,75,동해소방서,2021-11-19
묵호142,1,동해시,42100,강원도 동해시 심곡동 379,37.58114459,129.0787305,묵호안전센터,Y,Y,2021,0.5,5,75,동해소방서,2021-11-19
북삼001,1,동해시,42100,강원도 동해시 동회동 101-1,37.48929962,129.1068768,북삼안전센터,Y,Y,2019,0.2,6.5,75,동해소방서,2021-11-19
북삼002,1,동해시,42100,강원도 동해시 동회동 175-7,37.49113047,129.1084169,북삼안전센터,Y,Y,2009,0.5,5.5,75,동해소방서,2021-11-19
북삼003,1,동해시,42100,강원도 동해시 동회동 66-4,37.48864099,129.1087854,북삼안전센터,Y,Y,2002,0.2,5.5,75,동해소방서,2021-11-19
북삼004,1,동해시,42100,강원도 동해시 동회동 81,37.4880131,129.1089377,북삼안전센터,Y,Y,2002,0.2,6.5,75,동해소방서,2021-11-19
북삼005,1,동해시,42100,강원도 동해시 쇄운동 1-7,37.48627938,129.1091717,북삼안전센터,Y,Y,2002,0.5,4.5,75,동해소방서,2021-11-19
북삼006,1,동해시,42100,강원도 동해시 쇄운동 82-3,37.4864222,129.1026038,북삼안전센터,Y,Y,2002,0.4,6,75,동해소방서,2021-11-19
북삼007,1,동해시,42100,강원도 동해시 쇄운동 80-127,37.4849878,129.0988527,북삼안전센터,Y,Y,2004,0.7,5,75,동해소방서,2021-11-19
북삼008,1,동해시,42100,강원도 동해시 나안동 119-3,37.48452221,129.1101512,북삼안전센터,N,Y,2002,0.3,5.5,75,동해소방서,2021-11-19
북삼009,1,동해시,42100,강원도 동해시 효가동 84-1,37.491036,129.1111846,북삼안전센터,Y,Y,2008,1,5,75,동해소방서,2021-11-19
북삼010,1,동해시,42100,강원도 동해시 효가동 182-1,37.494271,129.1112557,북삼안전센터,Y,Y,2009,0.6,5,75,동해소방서,2021-11-19
북삼011,1,동해시,42100,강원도 동해시 효가동 282,37.4976778,129.1111836,북삼안전센터,Y,Y,2010,0.8,5.5,75,동해소방서,2021-11-19
북삼012,1,동해시,42100,강원도 동해시 용정동 325-22,37.5095817,129.1138254,북삼안전센터,Y,Y,2011,0.3,5.5,75,동해소방서,2021-11-19
북삼013,1,동해시,42100,강원도 동해시 용정동 316-1,37.5073284,129.1177167,북삼안전센터,N,Y,2017,0.4,6,75,동해소방서,2021-11-19
북삼014,1,동해시,42100,강원도 동해시 용정동 470,37.49829667,129.1157835,북삼안전센터,Y,Y,2017,0.6,6,75,동해소방서,2021-11-19
북삼015,1,동해시,42100,강원도 동해시 효가동 361,37.503467,129.1086904,북삼안전센터,Y,Y,2017,0.3,5.5,75,동해소방서,2021-11-19
북삼016,1,동해시,42100,강원도 동해시 효가동 362-47,37.50500584,129.1074462,북삼안전센터,Y,Y,2009,0.6,5,75,동해소방서,2021-11-19
북삼017,1,동해시,42100,강원도 동해시 효가동 471-4,37.4971413,129.1087325,북삼안전센터,Y,Y,2021,0.2,5.5,75,동해소방서,2021-11-19
북삼018,1,동해시,42100,강원도 동해시 효가동 59-2,37.4936168,129.1137157,북삼안전센터,Y,Y,2003,0.3,3.3,75,동해소방서,2021-11-19
북삼019,1,동해시,42100,강원도 동해시 효가동 234-6,37.4949939,129.1100013,북삼안전센터,Y,Y,2003,0.1,6,75,동해소방서,2021-11-19
북삼020,1,동해시,42100,강원도 동해시 효가동 446-1,37.49545391,129.1068747,북삼안전센터,N,Y,2003,0.3,5.5,75,동해소방서,2021-11-19
북삼021,1,동해시,42100,강원도 동해시 효가동 153-1,37.492933,129.1097333,북삼안전센터,N,Y,2003,0.2,6,75,동해소방서,2021-11-19
북삼022,1,동해시,42100,강원도 동해시 효가동 467-1,37.493862,129.1067503,북삼안전센터,N,Y,2002,0.7,6,75,동해소방서,2021-11-19
북삼023,1,동해시,42100,강원도 동해시 효가동 88,37.4905951,129.110185,북삼안전센터,N,Y,2003,0.6,5,75,동해소방서,2021-11-19
북삼024,1,동해시,42100,강원도 동해시 효가동 139-4,37.4914929,129.1114874,북삼안전센터,Y,Y,2003,0.6,5.5,75,동해소방서,2021-11-19
북삼025,1,동해시,42100,강원도 동해시 효가동 148,37.4923447,129.1109685,북삼안전센터,Y,Y,2003,0.7,6,75,동해소방서,2021-11-19
북삼026,1,동해시,42100,강원도 동해시 동회동 217-3,37.49329695,129.1059776,북삼안전센터,N,Y,2003,0.5,5.5,75,동해소방서,2021-11-19
북삼027,1,동해시,42100,강원도 동해시 효가동 208-11,37.4955904,129.112679,북삼안전센터,Y,Y,2003,0.18,5.5,75,동해소방서,2021-11-19
북삼028,1,동해시,42100,강원도 동해시 효가동 235-2,37.4956677,129.1102148,북삼안전센터,Y,Y,2003,0.15,5.5,75,동해소방서,2021-11-19
북삼029,1,동해시,42100,강원도 동해시 효가동 101-1,37.49125167,129.1135284,북삼안전센터,Y,Y,2003,1.1,5.5,75,동해소방서,2021-11-19
북삼030,1,동해시,42100,강원도 동해시 효가동 200-6,37.4945526,129.1128445,북삼안전센터,N,Y,2003,0.2,5,75,동해소방서,2021-11-19
북삼031,1,동해시,42100,강원도 동해시 효가동 318-9,37.4983255,129.1111928,북삼안전센터,Y,Y,2002,0.2,3.5,75,동해소방서,2021-11-19
북삼032,1,동해시,42100,강원도 동해시 쇄운동 440-2,37.4880934,129.0924402,북삼안전센터,Y,Y,2002,0.6,4,75,동해소방서,2021-11-19
북삼033,1,동해시,42100,강원도 동해시 효가동 162-25,37.4933673,129.1076251,북삼안전센터,N,Y,2002,0.5,5,75,동해소방서,2021-11-19
북삼034,1,동해시,42100,강원도 동해시 효가동 458-2,37.4947644,129.1075665,북삼안전센터,N,Y,2002,0.5,5.5,75,동해소방서,2021-11-19
북삼035,1,동해시,42100,강원도 동해시 효가동 436,37.4951821,129.1052997,북삼안전센터,Y,Y,2002,0.6,6.5,75,동해소방서,2021-11-19
북삼036,1,동해시,42100,강원도 동해시 이로동 183-1,37.48824642,129.0680529,북삼안전센터,N,Y,2002,65,4,75,동해소방서,2021-11-19
북삼037,1,동해시,42100,강원도 동해시 이로동 99,37.487371,129.0669765,북삼안전센터,N,Y,2004,85,3.5,75,동해소방서,2021-11-19
북삼038,1,동해시,42100,강원도 동해시 삼화동 32-61,37.4836977,129.0616439,북삼안전센터,N,Y,2003,42,3,75,동해소방서,2021-11-19
북삼039,1,동해시,42100,강원도 동해시 이로동102-1,37.48802197,129.0685402,북삼안전센터,N,Y,2003,1,4,75,동해소방서,2021-11-19
북삼040,1,동해시,42100,강원도 동해시 삼화동 1282-33,37.4720324,129.0338489,북삼안전센터,N,Y,2003,1,4,75,동해소방서,2021-11-19
북삼041,1,동해시,42100,강원도 동해시 삼화동 1282-32,37.4720324,129.0338489,북삼안전센터,N,Y,2003,1,4,75,동해소방서,2021-11-19
북삼042,1,동해시,42100,강원도 동해시 이로동 34-21,37.4858318,129.0658013,북삼안전센터,Y,Y,2003,0.4,4.5,75,동해소방서,2021-11-19
북삼043,1,동해시,42100,강원도 동해시 이로동 856-12,37.5055459,129.0406221,북삼안전센터,N,Y,2004,0.5,4.5,75,동해소방서,2021-11-19
북삼044,1,동해시,42100,강원도 동해시 이로동 424,37.49458805,129.0565493,북삼안전센터,Y,Y,2005,0.6,3.5,75,동해소방서,2021-11-19
북삼045,1,동해시,42100,강원도 동해시 이로동 1010-3,37.4952945,129.0494555,북삼안전센터,Y,Y,2012,0.35,4,75,동해소방서,2021-11-19
북삼046,1,동해시,42100,강원도 동해시 이로동 733-3,37.4958608,129.0527012,북삼안전센터,Y,Y,2012,0.5,3,75,동해소방서,2021-11-19
북삼047,1,동해시,42100,강원도 동해시 이로동 747-2,37.4954572,129.052492,북삼안전센터,N,Y,2012,0.6,3,75,동해소방서,2021-11-19
북삼048,1,동해시,42100,강원도 동해시 이로동 751,37.4952807,129.0520711,북삼안전센터,N,Y,2012,0.5,3,75,동해소방서,2021-11-19
북삼049,1,동해시,42100,강원도 동해시 이로동 193-2,37.48747585,129.0670244,북삼안전센터,Y,Y,2012,1.1,6.5,75,동해소방서,2021-11-19
북삼050,1,동해시,42100,강원도 동해시 효가동 460-4,37.4947698,129.1069899,북삼안전센터,Y,Y,2012,0.75,6.5,75,동해소방서,2021-11-19
북삼051,1,동해시,42100,강원도 동해시 효가동 435-10,37.4948604,129.1059848,북삼안전센터,Y,Y,2012,1,6.5,75,동해소방서,2021-11-19
북삼052,1,동해시,42100,강원도 동해시 효가동 451,37.49524401,129.105995,북삼안전센터,Y,Y,2012,0.7,6.5,75,동해소방서,2021-11-19
북삼053,1,동해시,42100,강원도 동해시 효가동 409,37.49665505,129.1063859,북삼안전센터,Y,Y,2020,0.6,5.3,75,동해소방서,2021-11-19
북삼054,1,동해시,42100,강원도 동해시 효가동 220-3,37.4950625,129.1103642,북삼안전센터,Y,Y,2004,0.45,6,75,동해소방서,2021-11-19
북삼055,1,동해시,42100,강원도 동해시 효가동 213-6,37.4950615,129.1114385,북삼안전센터,Y,Y,2004,0.8,5.5,75,동해소방서,2021-11-19
북삼056,1,동해시,42100,강원도 동해시 삼화동 23-85,37.481892,129.0590404,북삼안전센터,Y,Y,2004,0.8,4,75,동해소방서,2021-11-19
